# https://wikirate.org/Fashion_Transparency_Index_2023_full_dataset+Answer?filter%5Bcompany_keyword%5D=&filter%5Bcompany_identifier%5D%5Btype%5D=&filter%5Bcompany_identifier%5D%5Bvalue%5D=&filter%5Bmetric_keyword%5D=&filter%5Btopic%5D%5B%5D=%7E1172&filter%5Bvalue%5D=&filter%5Bstatus%5D=exists&export_type=answer&format=csv&view=detailed&limit=5000&utf8=%E2%9C%93
"# Wikirate.org, licensed under CC BY 4.0 (https://creativecommons.org/licenses/by/4.0). See https://wikirate.org/Attribution_Guide."
# 2026-07-22 22:01:59 UTC
#
Answer Page,Metric,Company,Year,Value,Source Page,Answer ID,Original Source,Source Count,Comments,ISIN
https://wikirate.org/Fashion_Revolution+Fashion_Transparency_Index_2023+Puma+2023,Fashion Revolution+Fashion Transparency Index 2023,Puma,2023,6.6399545215046025,,,,,,DE0006969603;US7458781082;US7458782072
https://wikirate.org/Fashion_Revolution+5_Spotlight_Issues_Score_2023+Puma+2023,Fashion Revolution+5. Spotlight Issues Score (2023),Puma,2023,5.777737773332444,,,,,,DE0006969603;US7458781082;US7458782072
https://wikirate.org/Fashion_Revolution+4_Know_Show_Fix_Score+Puma+2023,"Fashion Revolution+4. Know, Show & Fix Score",Puma,2023,6.428380952380952,,,,,,DE0006969603;US7458781082;US7458782072
https://wikirate.org/~15202403,Fashion Revolution+Discloses Number of Workers Affected by Recruitment Fees,Puma,2023,Yes,https://wikirate.org/~15072139,15202403,https://annual-report.puma.com/2021/downloads/puma-ar-2021_annual-report.pdf,1,"Page(s) 62,",DE0006969603;US7458781082;US7458782072
https://wikirate.org/~15202292,Fashion Revolution+Stakeholder Engagement in Environmental Due Diligence,Puma,2023,No,https://wikirate.org/~15072041,15202292,https://about.puma.com/en/sustainability/social,1,,DE0006969603;US7458781082;US7458782072
https://wikirate.org/Fashion_Revolution+Fashion_Transparency_Index_2023+H_M+2023,Fashion Revolution+Fashion Transparency Index 2023,H&M,2023,7.109952921622202,,,,,,SE0000106270;SE0000106288;SE0000157521;SE0000157539;SE0000160731;SE0000160749
https://wikirate.org/Fashion_Revolution+5_Spotlight_Issues_Score_2023+H_M+2023,Fashion Revolution+5. Spotlight Issues Score (2023),H&M,2023,6.4443777733324445,,,,,,SE0000106270;SE0000106288;SE0000157521;SE0000157539;SE0000160731;SE0000160749
https://wikirate.org/Fashion_Revolution+4_Know_Show_Fix_Score+H_M+2023,"Fashion Revolution+4. Know, Show & Fix Score",H&M,2023,5.714142857142857,,,,,,SE0000106270;SE0000106288;SE0000157521;SE0000157539;SE0000160731;SE0000160749
https://wikirate.org/~15176250,Fashion Revolution+Discloses Number of Workers Affected by Recruitment Fees,H&M,2023,Yes,https://wikirate.org/~15076037,15176250,https://hmgroup.com/wp-content/uploads/2023/03/HM-Group-Modern-Slavery-Statement-2022.pdf,1,"Page(s) 11,",SE0000106270;SE0000106288;SE0000157521;SE0000157539;SE0000160731;SE0000160749
https://wikirate.org/~15176149,Fashion Revolution+Stakeholder Engagement in Environmental Due Diligence,H&M,2023,Yes,https://wikirate.org/~15075877,15176149,https://hmgroup.com/sustainability/fair-and-equal/human-rights/our_approach/,2,,SE0000106270;SE0000106288;SE0000157521;SE0000157539;SE0000160731;SE0000160749
https://wikirate.org/Fashion_Revolution+Fashion_Transparency_Index_2023+Marks_and_Spencer_Group_plc+2023,Fashion Revolution+Fashion Transparency Index 2023,Marks and Spencer Group plc,2023,3.809988257151323,,,,,,GB0031274896
https://wikirate.org/Fashion_Revolution+5_Spotlight_Issues_Score_2023+Marks_and_Spencer_Group_plc+2023,Fashion Revolution+5. Spotlight Issues Score (2023),Marks and Spencer Group plc,2023,2.7777666666666665,,,,,,GB0031274896
https://wikirate.org/Fashion_Revolution+4_Know_Show_Fix_Score+Marks_and_Spencer_Group_plc+2023,"Fashion Revolution+4. Know, Show & Fix Score",Marks and Spencer Group plc,2023,4.5237380952380954,,,,,,GB0031274896
https://wikirate.org/~15190332,Fashion Revolution+Discloses Number of Workers Affected by Recruitment Fees,Marks and Spencer Group plc,2023,No,https://wikirate.org/~15072660,15190332,https://assets.worldbenchmarkingalliance.org/app/uploads/2020/11/Marks-and-Spencer-CHRB-scorecard-2020.pdf,1,,GB0031274896
https://wikirate.org/~15190236,Fashion Revolution+Stakeholder Engagement in Environmental Due Diligence,Marks and Spencer Group plc,2023,No,https://wikirate.org/~15073718,15190236,https://corporate.marksandspencer.com/sites/marksandspencer/files/marks-spencer/collaboration/PDF%20Collaborations%20and%20Memberships%20-%20Clothing%20and%20Home%20V2.pdf,1,,GB0031274896
https://wikirate.org/Fashion_Revolution+Fashion_Transparency_Index_2023+Gap_inc+2023,Fashion Revolution+Fashion Transparency Index 2023,Gap inc.,2023,4.809966112175446,,,,,,US3647601083;US3647602073;US364760AA65;US364760AB49;US364760AC22;US364760AD05;US364760AE87;US364760AF52;US364760AG36;US364760AH19;US364760AJ74;US364760AK48;US364760AL21;US364760AM04;US364760AN86;US364760AP35;US364760AQ18;USU36547AC86;USU36547AD69;USU36547AE43;USU36547AF18;USU36547AG90
https://wikirate.org/Fashion_Revolution+5_Spotlight_Issues_Score_2023+Gap_inc+2023,Fashion Revolution+5. Spotlight Issues Score (2023),Gap inc.,2023,3.7777711111111114,,,,,,US3647601083;US3647602073;US364760AA65;US364760AB49;US364760AC22;US364760AD05;US364760AE87;US364760AF52;US364760AG36;US364760AH19;US364760AJ74;US364760AK48;US364760AL21;US364760AM04;US364760AN86;US364760AP35;US364760AQ18;USU36547AC86;USU36547AD69;USU36547AE43;USU36547AF18;USU36547AG90
https://wikirate.org/Fashion_Revolution+4_Know_Show_Fix_Score+Gap_inc+2023,"Fashion Revolution+4. Know, Show & Fix Score",Gap inc.,2023,5.476095238095238,,,,,,US3647601083;US3647602073;US364760AA65;US364760AB49;US364760AC22;US364760AD05;US364760AE87;US364760AF52;US364760AG36;US364760AH19;US364760AJ74;US364760AK48;US364760AL21;US364760AM04;US364760AN86;US364760AP35;US364760AQ18;USU36547AC86;USU36547AD69;USU36547AE43;USU36547AF18;USU36547AG90
https://wikirate.org/~15149983,Fashion Revolution+Discloses Number of Workers Affected by Recruitment Fees,Gap inc.,2023,No,https://wikirate.org/~15082474,15149983,https://www.gapinc.com/en-us/values/sustainability,1,,US3647601083;US3647602073;US364760AA65;US364760AB49;US364760AC22;US364760AD05;US364760AE87;US364760AF52;US364760AG36;US364760AH19;US364760AJ74;US364760AK48;US364760AL21;US364760AM04;US364760AN86;US364760AP35;US364760AQ18;USU36547AC86;USU36547AD69;USU36547AE43;USU36547AF18;USU36547AG90
https://wikirate.org/~15149686,Fashion Revolution+Stakeholder Engagement in Environmental Due Diligence,Gap inc.,2023,No,https://wikirate.org/~15082474,15149686,https://www.gapinc.com/en-us/values/sustainability,1,,US3647601083;US3647602073;US364760AA65;US364760AB49;US364760AC22;US364760AD05;US364760AE87;US364760AF52;US364760AG36;US364760AH19;US364760AJ74;US364760AK48;US364760AL21;US364760AM04;US364760AN86;US364760AP35;US364760AQ18;USU36547AC86;USU36547AD69;USU36547AE43;USU36547AF18;USU36547AG90
https://wikirate.org/Fashion_Revolution+Fashion_Transparency_Index_2023+Asos+2023,Fashion Revolution+Fashion Transparency Index 2023,Asos,2023,4.999942662832959,,,,,,GB0030927254;US00212V1052
https://wikirate.org/Fashion_Revolution+5_Spotlight_Issues_Score_2023+Asos+2023,Fashion Revolution+5. Spotlight Issues Score (2023),Asos,2023,3.111055546664889,,,,,,GB0030927254;US00212V1052
https://wikirate.org/Fashion_Revolution+4_Know_Show_Fix_Score+Asos+2023,"Fashion Revolution+4. Know, Show & Fix Score",Asos,2023,5.714142857142857,,,,,,GB0030927254;US00212V1052
https://wikirate.org/~15147831,Fashion Revolution+Discloses Number of Workers Affected by Recruitment Fees,Asos,2023,No,https://wikirate.org/~15079961,15147831,https://www.asosplc.com/,1,None,GB0030927254;US00212V1052
https://wikirate.org/~15147731,Fashion Revolution+Stakeholder Engagement in Environmental Due Diligence,Asos,2023,No,https://wikirate.org/~15079961,15147731,https://www.asosplc.com/,1,None,GB0030927254;US00212V1052
